pair,dataset,rate,type,n,baseline_hits1,cdmr_hits1,delta_hits1,rescued_count,harmed_count,degree_mean,baseline_n,baseline_img_mean,baseline_img_std,baseline_img_min,baseline_img_median,baseline_img_max,baseline_attr_mean,baseline_attr_std,baseline_attr_min,baseline_attr_median,baseline_attr_max,baseline_rel_mean,baseline_rel_std,baseline_rel_min,baseline_rel_median,baseline_rel_max,baseline_graph_mean,baseline_graph_std,baseline_graph_min,baseline_graph_median,baseline_graph_max,baseline_entropy_mean,baseline_entropy_std,baseline_entropy_median,cdmr_n,cdmr_img_mean,cdmr_img_std,cdmr_img_min,cdmr_img_median,cdmr_img_max,cdmr_attr_mean,cdmr_attr_std,cdmr_attr_min,cdmr_attr_median,cdmr_attr_max,cdmr_rel_mean,cdmr_rel_std,cdmr_rel_min,cdmr_rel_median,cdmr_rel_max,cdmr_graph_mean,cdmr_graph_std,cdmr_graph_min,cdmr_graph_median,cdmr_graph_max,cdmr_entropy_mean,cdmr_entropy_std,cdmr_entropy_median,delta_n,delta_img_mean,delta_img_std,delta_img_min,delta_img_median,delta_img_max,delta_attr_mean,delta_attr_std,delta_attr_min,delta_attr_median,delta_attr_max,delta_rel_mean,delta_rel_std,delta_rel_min,delta_rel_median,delta_rel_max,delta_graph_mean,delta_graph_std,delta_graph_min,delta_graph_median,delta_graph_max,delta_entropy_mean,delta_entropy_std,delta_entropy_median
FBDB15K_r02,FBDB15K,0.2,Creative Work,1733,0.49221004039238314,0.6064627813040969,0.11425274091171378,264,66,88.94633583381419,1733,0.299859370935259,0.017053055633685685,0.12963736057281494,0.3034954071044922,0.3444417119026184,0.23837170320408782,0.013700501697019724,0.12850511074066162,0.23509006202220917,0.2797809839248657,0.16202476780605812,0.031521714610391396,0.14421790838241577,0.15435969829559326,0.6123589277267456,0.29974415792561787,0.016384635384677063,0.12949855625629425,0.3038193881511688,0.3326444625854492,1.3552951694081175,0.0129251357857852,1.3536609748045254,1733,0.1834345535647642,0.009338489723187755,0.09397104382514954,0.18503110110759735,0.2142791748046875,0.24252103343906942,0.013942085205314607,0.15484340488910675,0.23864316940307617,0.2832728326320648,0.11567582819445313,0.025852164128349165,0.100504569709301,0.10965155065059662,0.5165045261383057,0.4583685842729069,0.021078195264964933,0.23468104004859924,0.4640530049800873,0.49618640542030334,1.258514219247263,0.017129629925377494,1.2545968808348436,1733,-0.1164248173704948,0.007903802982804643,-0.1301625370979309,-0.11842221021652222,-0.035666316747665405,0.004149330234981588,0.002610527398686409,-0.0019029825925827026,0.003682449460029602,0.03026340901851654,-0.04634893961160498,0.0059088777046596135,-0.09727495908737183,-0.044828809797763824,-0.039988450706005096,0.158624426347289,0.004904479496822288,0.10518248379230499,0.16016578674316406,0.16560786962509155,0.3141477997733448,0.0072365792457641355,0.31327847565538736
FBDB15K_r02,FBDB15K,0.2,Entity,1323,0.2471655328798186,0.25321239606953894,0.006046863189720336,31,23,125.65079365079364,1323,0.26606788335879106,0.027729472365369334,0.09625519812107086,0.2710963487625122,0.3607940673828125,0.2609191078774333,0.025098866714790627,0.09625518321990967,0.2671833336353302,0.28666964173316956,0.20724678617350908,0.07876418876346525,0.1440829187631607,0.1891028732061386,0.7112343311309814,0.2657662213287927,0.0271362439155921,0.09625519812107086,0.2717461585998535,0.33623865246772766,1.3649838501118772,0.04675335219505153,1.3732868674724248,1323,0.2660678832348963,0.027729471855665568,0.09625519812107086,0.2710963487625122,0.3607940673828125,0.260919108525065,0.02509886638562898,0.09625519812107086,0.2671833634376526,0.28666964173316956,0.20724678771656208,0.0787641889249014,0.1440829187631607,0.1891028732061386,0.7112343311309814,0.26576622167231906,0.027136243704218962,0.09625519812107086,0.2717461585998535,0.33623865246772766,1.3649838514456056,0.04675335171995044,1.3732868586843041,1323,-1.238947642723539e-10,1.3819548973826272e-08,-5.960464477539063e-08,0.0,5.960464477539063e-08,6.47631722332759e-10,1.4136785161925274e-08,-5.960464477539063e-08,0.0,5.960464477539063e-08,1.5430529732102259e-09,1.1779962785597803e-08,-5.960464477539063e-08,0.0,5.960464477539063e-08,3.435263918460722e-10,1.3157842150286821e-08,-5.960464477539063e-08,0.0,5.960464477539063e-08,2.5636347521213856e-07,3.855244929345378e-07,1.1052408446371418e-10
FBDB15K_r02,FBDB15K,0.2,Event,249,0.2289156626506024,0.2289156626506024,0.0,6,6,165.06425702811245,249,0.27769384177094963,0.018297254124970234,0.15444393455982208,0.278565376996994,0.3378794193267822,0.25782304924415295,0.012941320234465798,0.15754669904708862,0.25972288846969604,0.28995731472969055,0.18504457109903236,0.045168610169910625,0.14467139542102814,0.17336271703243256,0.5334718823432922,0.2794385382449292,0.019113065843654423,0.15453749895095825,0.28225231170654297,0.3279394805431366,1.3672385492653976,0.016564358450017205,1.3684012625736215,249,0.2780837869069662,0.01829725506204775,0.15477634966373444,0.278934508562088,0.3382788896560669,0.2573555794705349,0.012904204898433691,0.15738323330879211,0.2592637240886688,0.2894740104675293,0.18473317465150213,0.04512304570258209,0.14440502226352692,0.17306075990200043,0.5329718589782715,0.2798274588513087,0.019113755227362087,0.15486852824687958,0.2826457917690277,0.32834160327911377,1.3670793438146402,0.016594665154834615,1.368573386288106,249,0.0003899451360166312,1.2529038113400043e-05,0.0003324151039123535,0.00039255619049072266,0.0004214048385620117,-0.00046746977361809296,4.717784160115168e-05,-0.0005477964878082275,-0.0004756152629852295,-0.0001634657382965088,-0.0003113964475302332,4.7986183370970525e-05,-0.000500023365020752,-0.0002980530261993408,-0.00023837387561798096,0.00038892060637952814,1.2276808836283326e-05,0.0003310292959213257,0.00039055943489074707,0.0004324615001678467,0.006114333227730836,0.00015267090431044723,0.006149327529035264
FBDB15K_r02,FBDB15K,0.2,Organization,1329,0.35364936042136946,0.42814145974416856,0.0744920993227991,149,50,56.44469525959368,1329,0.27446812663179665,0.017612262231964968,0.11327209323644638,0.2759191691875458,0.3768009841442108,0.2596858436672018,0.01396885447629937,0.11288492381572723,0.2613843083381653,0.29468801617622375,0.19218938984397302,0.04523658320323557,0.1425584852695465,0.1854846328496933,0.6605578064918518,0.2736566400083947,0.017505137512012086,0.11328518390655518,0.27522969245910645,0.38705119490623474,1.3708272839108482,0.021658955054543755,1.3738170459887493,1329,0.21144210667741128,0.01274110616766596,0.0940200537443161,0.2125399112701416,0.2976987361907959,0.22799152996393862,0.011375675417658996,0.10673926025629044,0.2290934920310974,0.2575356066226959,0.16909024896950897,0.04260340400719763,0.11735834926366806,0.16277261078357697,0.6246081590652466,0.3914761144676273,0.022485531266185122,0.1746324896812439,0.3935907781124115,0.5193641781806946,1.3277934031889413,0.01875074506129128,1.3297968142902314,1329,-0.06302601995438539,0.0050249303123199515,-0.07910224795341492,-0.06351113319396973,-0.01925203949213028,-0.03169431370326323,0.0028960638535385622,-0.04110381007194519,-0.03205208480358124,-0.006145663559436798,-0.02309914087446405,0.0028916062650308477,-0.039094775915145874,-0.022753432393074036,-0.014313548803329468,0.11781947445923265,0.005084681431270331,0.06134730577468872,0.11838549375534058,0.13231298327445984,0.2518477840460166,0.006546406219113755,0.25261204195307185
FBDB15K_r02,FBDB15K,0.2,Person,3581,0.7509075677185144,0.8006143535325329,0.04970678581401844,257,79,72.66824909243228,3581,0.2726907405260554,0.00975605833231115,0.11416364461183548,0.2738969326019287,0.3059128522872925,0.27885385321625383,0.010988315681114044,0.1140950471162796,0.28003042936325073,0.31979846954345703,0.17513019165673824,0.028751721073838058,0.14595428109169006,0.16961002349853516,0.6573504209518433,0.2733252147216266,0.009340931712628285,0.11439087241888046,0.27504780888557434,0.29072853922843933,1.367511033971435,0.011763885069367356,1.367406949962317,3581,0.20148151058727587,0.005866141448593829,0.09970798343420029,0.20196163654327393,0.22639989852905273,0.3229841710976201,0.01019880291309104,0.15622790157794952,0.32382550835609436,0.3658086359500885,0.12933876079758663,0.023572883864851322,0.10599292814731598,0.12479737401008606,0.5727953314781189,0.3461955565458834,0.009156384703688396,0.17126880586147308,0.347749263048172,0.3659249246120453,1.3174328946853437,0.014093872890999707,1.3157038287023417,3581,-0.07120922993877953,0.004049867828999273,-0.07951295375823975,-0.07193231582641602,-0.014455661177635193,0.04413031788136632,0.0010669961090182568,0.041148245334625244,0.04397159814834595,0.04984138906002045,-0.04579143085915161,0.0053848126100151765,-0.08924007415771484,-0.044810011982917786,-0.03861849755048752,0.07287034182425685,0.000892957885135418,0.05687793344259262,0.07292789220809937,0.07570263743400574,0.32854790246566046,0.0031653713969947528,0.3281608118157677
FBDB15K_r02,FBDB15K,0.2,Place,2062,0.5,0.5504364694471388,0.050436469447138754,189,85,56.23860329776915,2062,0.2585245158259552,0.013832517398890852,0.09625513106584549,0.2591162323951721,0.32017073035240173,0.25686531722776873,0.012830182772848973,0.09625513106584549,0.2580335736274719,0.2902032434940338,0.2268499692921842,0.03946695269156877,0.14529506862163544,0.22451430559158325,0.7112345695495605,0.25776019784920895,0.013515987894709015,0.09625513106584549,0.2582785338163376,0.292637437582016,1.3807559043509123,0.0200724705215493,1.3843139115636465,2062,0.1725921303062735,0.00924922908045839,0.06432387977838516,0.17298363894224167,0.21444518864154816,0.22801813148648617,0.011377864496848354,0.08550676703453064,0.22911399602890015,0.25793662667274475,0.22654944276717193,0.03944760499811146,0.14534054696559906,0.22419563680887222,0.7107995748519897,0.3728402947752251,0.019455899659482242,0.13936975598335266,0.37362369894981384,0.4246773421764374,1.3404544159638034,0.019072626751464632,1.3438839409072039,2062,-0.08593238551968169,0.004592214882844918,-0.10572554171085358,-0.08612235635519028,-0.03193125128746033,-0.028847185741282574,0.0014884344789353697,-0.033233195543289185,-0.028932996094226837,-0.01074836403131485,-0.0003005265250122744,0.00029978252199480937,-0.002870321273803711,-0.00029399245977401733,0.0014112889766693115,0.11508009692601621,0.005954301851632311,0.04311462491750717,0.11532919108867645,0.1320399045944214,0.24882300913687883,0.007731218257572303,0.24930549275443592
FBDB15K_r05,FBDB15K,0.5,Creative Work,1046,0.7619502868068834,0.8288718929254302,0.0669216061185468,97,27,87.77533460803059,1046,0.32032933282749604,0.018333192024025245,0.17921195924282074,0.3250582665205002,0.35790354013442993,0.20385579100986284,0.025631466071685743,0.18266233801841736,0.19380658119916916,0.2830042541027069,0.148740526652017,0.015495875902351127,0.13943029940128326,0.14549480378627777,0.4590240716934204,0.32707434973855776,0.01874423589750732,0.1761927455663681,0.3318108916282654,0.4185629189014435,1.3346025506149048,0.012335902218424918,1.3301428900134153,1046,0.19397083001058144,0.011034445246015104,0.12249854952096939,0.19623978435993195,0.2217532843351364,0.20518021484975832,0.026677022820498747,0.17559723556041718,0.19480078667402267,0.2861204743385315,0.1048232934386051,0.012381781458752768,0.0912325456738472,0.10243287682533264,0.3649671673774719,0.496025663061534,0.025026256893758286,0.3017561733722687,0.503303200006485,0.5901462435722351,1.2241750889377985,0.020710889016323637,1.2191428181700297,1046,-0.1263585028169146,0.007597507977322275,-0.13645943999290466,-0.12888167798519135,-0.05671340972185135,0.0013244238398954927,0.0020846838001595657,-0.012260019779205322,0.0011259838938713074,0.025206923484802246,-0.04391723321341192,0.0032808468974078716,-0.09405690431594849,-0.04332110285758972,-0.039854563772678375,0.16895131332297625,0.006717134366010103,0.12556342780590057,0.17163480818271637,0.17423370480537415,0.30932232583974184,0.006289081979577096,0.30865150136816155
FBDB15K_r05,FBDB15K,0.5,Entity,842,0.4180522565320665,0.4192399049881235,0.001187648456057011,17,16,140.61995249406175,842,0.3150896564338383,0.03130451816288582,0.09625513106584549,0.31933411955833435,0.40674129128456116,0.18538219338358156,0.010460294748049504,0.09625513106584549,0.1851709932088852,0.26301950216293335,0.17294435739304845,0.05989859891783221,0.13724355399608612,0.15746156871318817,0.7112345695495605,0.32658379067469945,0.033962857908657273,0.09625513106584549,0.3299817442893982,0.4382449686527252,1.3339633190731566,0.038188171697952314,1.3344206232641476,842,0.3150896571417319,0.03130451758720261,0.09625513106584549,0.31933411955833435,0.40674129128456116,0.18538219359594965,0.010460294773502719,0.09625513106584549,0.1851709932088852,0.26301950216293335,0.1729443590212038,0.059898598656966326,0.13724355399608612,0.15746157616376877,0.7112345695495605,0.3265837916834479,0.033962857950878673,0.09625513106584549,0.3299817591905594,0.4382449686527252,1.3339633208397723,0.03818817163863938,1.3344206195946902,842,7.078936434131903e-10,1.6755494495744206e-08,-5.960464477539063e-08,0.0,5.960464477539063e-08,2.123680930239571e-10,1.1272247740388608e-08,-4.470348358154297e-08,0.0,4.470348358154297e-08,1.6281553798503378e-09,1.0498446982629625e-08,-2.9802322387695312e-08,0.0,4.470348358154297e-08,1.0087484418637963e-09,1.6787269026903288e-08,-5.960464477539063e-08,0.0,5.960464477539063e-08,2.937496403884211e-07,4.3640023179771785e-07,1.1052408446371418e-10
FBDB15K_r05,FBDB15K,0.5,Event,161,0.422360248447205,0.42857142857142855,0.006211180124223559,2,1,169.472049689441,161,0.29021214892775377,0.020697718537196725,0.1396251618862152,0.2924037277698517,0.3237139880657196,0.24030255836359463,0.012050782797128907,0.2075352519750595,0.2416495978832245,0.2738106846809387,0.16869814471798653,0.04197744515914554,0.14257647097110748,0.1555451601743698,0.5094913244247437,0.3007871480832189,0.02444069423485256,0.13882426917552948,0.30243438482284546,0.38561660051345825,1.356979064245542,0.016335482030350852,1.3563225117219164,161,0.29085372073679977,0.020701721149768062,0.14011365175247192,0.29301026463508606,0.3243848383426666,0.2394041265389934,0.01201958697061754,0.20665715634822845,0.2406834363937378,0.2727808356285095,0.16808057664344028,0.04192412148697475,0.14198285341262817,0.1549588292837143,0.5087317824363708,0.3016615748775672,0.024475642164826696,0.13942696154117584,0.3033478558063507,0.38671058416366577,1.3564388762201416,0.016368808961752267,1.3557321397521767,161,0.0006415718090460167,3.322657296639197e-05,0.00046919286251068115,0.000647127628326416,0.0007012784481048584,-0.0008984318246012149,8.249620600400347e-05,-0.001036316156387329,-0.0009125620126724243,-0.0003316551446914673,-0.0006175680745462454,6.448192782235479e-05,-0.0009201765060424805,-0.0005950182676315308,-0.0005351454019546509,0.0008744267943482962,4.6572516308597846e-05,0.0006026923656463623,0.0008685290813446045,0.0010939836502075195,0.010872093928595686,0.0002935996699577058,0.010884434077046697
FBDB15K_r05,FBDB15K,0.5,Organization,843,0.5622775800711743,0.5907473309608541,0.028469750889679735,55,31,58.704626334519574,843,0.2916210111438309,0.015433042102764598,0.09736757725477219,0.29358214139938354,0.3303399384021759,0.24120032480638365,0.011498203361112508,0.0973011925816536,0.2419237196445465,0.27511635422706604,0.1701822406562622,0.03269035580106322,0.1413712054491043,0.163986474275589,0.7079232931137085,0.2969964231460544,0.01819838690596764,0.09740786254405975,0.29697030782699585,0.40243563055992126,1.3606865076682981,0.01921389457920849,1.3610625036759487,843,0.22204534143810453,0.011432074218591574,0.08143363893032074,0.22358402609825134,0.25176116824150085,0.209220990839095,0.010388582368126195,0.09266597032546997,0.2099488526582718,0.2413175106048584,0.14781129303634663,0.03094556907597694,0.11528927832841873,0.14229649305343628,0.6742107272148132,0.42092237496927537,0.022326717969821337,0.15168963372707367,0.4212788939476013,0.5365663170814514,1.304747081275848,0.020858578319719077,1.3052570938109433,843,-0.06957566970572636,0.004441928608436763,-0.07900442183017731,-0.07009828090667725,-0.015933938324451447,-0.031979333967288616,0.0020838362797473376,-0.039842233061790466,-0.032182902097702026,-0.004635222256183624,-0.022370947619915576,0.0022143957163454527,-0.040313899517059326,-0.02185538411140442,-0.01904679834842682,0.12392595182322098,0.004371709159334617,0.054281771183013916,0.12426063418388367,0.13500884175300598,0.2586792427886702,0.005548655590470357,0.2591298996451366
